# wavelength[micron] photons/cm^2/s/Angstrom/arcsec^2
0.936995 9.076252e-06
0.937104 8.889154e-06
0.937213 7.877065e-06
0.937322 7.128044e-06
0.937432 8.309753e-06
0.937541 2.216978e-05
0.937650 9.946188e-05
0.937759 1.488656e-04
0.937868 1.465489e-04
0.937977 1.338220e-04
0.938086 2.469381e-05
0.938195 7.417533e-06
0.938305 8.467766e-06
0.938414 1.262090e-05
0.938523 1.323538e-05
0.938632 1.515160e-05
0.938741 2.524182e-05
0.938850 2.254245e-05
0.938959 2.251428e-05
0.939069 2.262251e-05
0.939178 1.148203e-05
0.939287 1.153106e-05
0.939396 1.158048e-05
0.939505 1.149719e-05
0.939614 1.153817e-05
0.939723 1.177706e-05
0.939832 1.356002e-05
0.939942 1.332820e-05
0.940051 1.263980e-05
0.940160 1.227898e-05
0.940269 2.311925e-05
0.940378 2.836925e-05
0.940487 2.866801e-05
0.940596 2.868553e-05
0.940705 1.246959e-05
0.940815 1.121059e-05
0.940924 1.140203e-05
0.941033 1.105721e-05
0.941142 9.851223e-06
0.941251 9.757278e-06
0.941360 9.815661e-06
0.941469 1.000839e-05
0.941579 1.123832e-05
0.941688 1.153974e-05
0.941797 1.184029e-05
0.941906 1.108785e-05
0.942015 2.183450e-05
0.942124 3.840800e-05
0.942233 3.813679e-05
0.942342 4.398065e-05
0.942452 2.480205e-05
0.942561 1.648461e-05
0.942670 1.644130e-05
0.942779 9.628499e-06
0.942888 7.933298e-06
0.942997 7.212096e-06
0.943106 6.894073e-06
0.943215 8.078766e-06
0.943325 9.896676e-06
0.943434 1.041291e-05
0.943543 1.134445e-05
0.943652 1.177834e-05
0.943761 1.166565e-05
0.943870 1.001632e-05
0.943979 1.180540e-05
0.944089 8.644173e-05
0.944198 8.402865e-05
0.944307 8.524584e-05
0.944416 6.971111e-05
0.944525 7.444124e-06
0.944634 9.576569e-06
0.944743 9.600711e-06
0.944852 1.260882e-05
0.944962 1.289354e-05
0.945071 1.290813e-05
0.945180 1.287728e-05
0.945289 1.105421e-05
0.945398 1.118634e-05
0.945507 1.059164e-05
0.945616 9.991328e-06
0.945725 8.636587e-06
0.945835 8.520813e-06
0.945944 4.535600e-05
0.946053 4.550065e-05
0.946162 4.536520e-05
0.946271 4.416704e-05
0.946380 8.134969e-06
0.946489 9.323525e-06
0.946598 1.042522e-05
0.946708 1.112827e-05
0.946817 1.100499e-05
0.946926 1.062038e-05
0.947035 9.973925e-06
0.947144 9.743646e-06
0.947253 9.981778e-06
0.947362 1.054477e-05
0.947472 1.134680e-05
0.947581 1.066506e-05
0.947690 1.212721e-05
0.947799 1.110378e-04
0.947908 1.119085e-04
0.948017 1.126680e-04
0.948126 1.020919e-04
0.948235 8.921561e-06
0.948345 7.563625e-06
0.948454 7.733743e-06
0.948563 9.125074e-06
0.948672 1.075969e-05
0.948781 1.139274e-05
0.948890 1.129387e-05
0.948999 1.136390e-05
0.949108 1.146442e-05
0.949218 1.160445e-05
0.949327 1.159660e-05
0.949436 1.060514e-05
0.949545 8.728951e-06
0.949654 8.572727e-06
0.949763 8.329240e-06
0.949872 8.415339e-06
0.949982 9.824113e-06
0.950091 9.259688e-06
0.950200 7.755449e-06
0.950309 1.147228e-05
0.950418 3.886547e-05
0.950527 3.962486e-05
0.950636 4.123815e-05
0.950745 3.077323e-05
0.950855 1.098497e-05
0.950964 1.105165e-05
0.951073 1.159347e-05
0.951182 1.138678e-05
0.951291 1.139418e-05
0.951400 1.136244e-05
0.951509 1.107031e-05
0.951618 1.124901e-05
0.951728 1.072591e-05
0.951837 9.394281e-06
0.951946 1.366970e-05
0.952055 6.026695e-05
0.952164 6.109517e-05
0.952273 6.124491e-05
0.952382 4.865217e-05
0.952492 9.270129e-06
0.952601 8.757375e-06
0.952710 1.006345e-05
0.952819 1.057353e-05
0.952928 9.916875e-06
0.953037 1.009141e-05
0.953146 1.013518e-05
0.953255 1.020012e-05
0.953365 1.103553e-05
0.953474 1.132431e-05
0.953583 1.126585e-05
0.953692 1.039694e-05
0.953801 1.028665e-05
0.953910 1.012652e-05
0.954019 1.015829e-05
0.954128 1.112928e-05
0.954238 1.069808e-05
0.954347 1.090759e-05
0.954456 9.640910e-06
0.954565 8.659836e-06
0.954674 8.623355e-06
0.954783 8.571398e-06
0.954892 1.016663e-05
0.955002 1.077833e-05
0.955111 1.103774e-05
0.955220 1.105269e-05
0.955329 2.887612e-05
0.955438 3.030382e-05
0.955547 2.977503e-05
0.955656 2.966207e-05
0.955765 9.390621e-06
0.955875 9.493140e-06
0.955984 9.816000e-06
0.956093 1.014118e-05
0.956202 1.091434e-05
0.956311 1.129173e-05
0.956420 1.101377e-05
0.956529 1.050108e-05
0.956638 9.713705e-06
0.956748 1.157544e-05
0.956857 4.806433e-05
0.956966 4.830038e-05
0.957075 4.881771e-05
0.957184 4.182680e-05
0.957293 1.039959e-05
0.957402 1.086405e-05
0.957511 1.097943e-05
0.957621 1.145561e-05
0.957730 1.152014e-05
0.957839 1.142332e-05
0.957948 1.141350e-05
0.958057 1.077042e-05
0.958166 9.820526e-06
0.958275 9.169966e-06
0.958385 9.169581e-06
0.958494 1.004937e-05
0.958603 1.100922e-05
0.958712 1.142450e-05
0.958821 1.122369e-05
0.958930 1.073717e-05
0.959039 9.554331e-06
0.959148 9.147741e-06
0.959258 8.748229e-06
0.959367 8.766889e-06
0.959476 9.727524e-06
0.959585 9.904304e-06
0.959694 1.045374e-05
0.959803 1.082106e-05
0.959912 1.059744e-05
0.960021 1.046218e-05
0.960131 1.050706e-05
0.960240 1.067363e-05
0.960349 1.112211e-05
0.960458 1.137496e-05
0.960567 1.083326e-05
0.960676 1.035940e-05
0.960785 1.049317e-05
0.960895 1.965853e-05
0.961004 2.041384e-05
0.961113 2.050225e-05
0.961222 1.942375e-05
