# wavelength[micron] photons/cm^2/s/Angstrom/arcsec^2
1.634013 2.549943e-04
1.634177 3.280079e-04
1.634340 2.480127e-04
1.634504 1.156037e-04
1.634667 9.539330e-05
1.634831 4.500113e-04
1.634994 1.048364e-03
1.635158 1.272447e-03
1.635321 8.429635e-04
1.635485 2.698681e-04
1.635648 7.292202e-05
1.635811 1.333567e-04
1.635975 1.880242e-04
1.636138 1.847112e-04
1.636302 1.262865e-04
1.636465 8.309876e-05
1.636629 6.302911e-05
1.636792 4.568673e-05
1.636956 4.283552e-05
1.637119 4.258335e-05
1.637282 3.437979e-05
1.637446 2.504976e-05
1.637609 1.530617e-05
1.637773 1.191943e-05
1.637936 1.283209e-05
1.638100 1.514290e-05
1.638263 1.850492e-05
1.638427 4.937874e-05
1.638590 3.206798e-04
1.638754 6.707712e-04
1.638917 7.083523e-04
1.639080 3.821058e-04
