# Wavelength (micron)  Signal (photon/sec/pixel)
       2.2417791      0.29098566
       2.2420795      0.29514615
       2.2423797      0.29327559
       2.2426801      0.29256585
       2.2429802      0.29279729
       2.2432806      0.29387350
       2.2435808      0.29097896
       2.2438812      0.28438095
       2.2441814      0.28271787
       2.2444818      0.29024580
       2.2447822      0.29704007
       2.2450824      0.29746103
       2.2453828      0.29695923
       2.2456830      0.29465982
       2.2459834      0.28783970
       2.2462835      0.28637226
       2.2465839      0.28801442
       2.2468843      0.28340701
       2.2471845      0.27441798
       2.2474849      0.28272717
       2.2477851      0.29385513
       2.2480855      0.29633779
       2.2483857      0.29654248
       2.2486861      0.29529648
       2.2489862      0.29326251
       2.2492867      0.29198980
       2.2495868      0.28949127
       2.2498872      0.28826837
       2.2501874      0.28738572
       2.2504878      0.28413162
       2.2507882      0.28464941
       2.2510884      0.28674906
       2.2513888      0.28898357
       2.2516890      0.28998624
       2.2519894      0.28850940
       2.2522895      0.28456268
       2.2525899      0.28731432
       2.2528903      0.28872420
       2.2531905      0.28615884
       2.2534909      0.28440409
       2.2537911      0.28027748
       2.2540915      0.27511779
       2.2543917      0.28286790
       2.2546921      0.29004861
       2.2549922      0.29207510
       2.2552927      0.28865990
       2.2555928      0.28444257
       2.2558932      0.28328190
       2.2561936      0.28654444
       2.2564938      0.28476884
       2.2567942      0.27554845
       2.2570944      0.27684430
       2.2573948      0.28671477
       2.2576950      0.29020322
       2.2579954      0.28901255
       2.2582955      0.28701971
       2.2585959      0.28782066
       2.2588961      0.29273166
       2.2591965      0.29357262
       2.2594969      0.29271207
       2.2597971      0.28976586
       2.2600975      0.28519246
       2.2603977      0.28627399
       2.2606981      0.28339083
       2.2609982      0.27137304
       2.2612987      0.27360098
       2.2615988      0.26984821
       2.2618992      0.26688947
       2.2621996      0.26950602
       2.2624998      0.27509190
       2.2628002      0.28882582
       2.2631004      0.29173488
       2.2634008      0.28355996
       2.2637010      0.27560236
       2.2640014      0.28073990
       2.2643015      0.28270399
       2.2646019      0.27184677
       2.2649021      0.26819723
       2.2652025      0.28115056
       2.2655029      0.28899692
       2.2658031      0.29091961
       2.2661035      0.29014164
       2.2664037      0.28969865
       2.2667041      0.28896270
       2.2670043      0.28658893
       2.2673047      0.28285900
       2.2676048      0.27989696
       2.2679052      0.27684161
       2.2682056      0.26560754
       2.2685058      0.25348696
       2.2688062      0.25313515
       2.2691064      0.27067357
       2.2694068      0.28153473
       2.2697070      0.28301271
       2.2700074      0.27866579
       2.2703075      0.26500440
       2.2706079      0.26886963
       2.2709081      0.28173451
       2.2712085      0.28275981
       2.2715089      0.27798198
       2.2718091      0.27647507
       2.2721095      0.27107435
       2.2724097      0.25893526
       2.2727101      0.26631333
       2.2730103      0.27912792
       2.2733107      0.27965252
       2.2736111      0.27622192
       2.2739112      0.28034621
       2.2742116      0.28246600
       2.2745118      0.27807413
       2.2748122      0.27104575
       2.2751124      0.26672649
       2.2754128      0.24477475
       2.2757130      0.23305074
       2.2760134      0.24956876
       2.2763135      0.26425571
       2.2766140      0.26396122
       2.2769141      0.26692814
       2.2772145      0.26203696
       2.2775147      0.27170827
       2.2778151      0.27838819
       2.2781155      0.27505986
       2.2784157      0.27627654
       2.2787161      0.27831399
       2.2790163      0.27957107
       2.2793167      0.28086390
       2.2796168      0.28114745
       2.2799172      0.28055640
       2.2802176      0.27563290
       2.2805178      0.26071773
       2.2808182      0.24830450
       2.2811184      0.26628441
       2.2814188      0.27629772
       2.2817190      0.27573355
       2.2820194      0.27806969
       2.2823195      0.27527158
       2.2826200      0.25472726
       2.2829201      0.23324284
       2.2832205      0.25152098
       2.2835207      0.27174691
       2.2838211      0.25744606
       2.2841215      0.25132282
       2.2844217      0.27160105
       2.2847221      0.27826190
       2.2850223      0.26952778
       2.2853227      0.25611560
       2.2856228      0.26532874
       2.2859232      0.27770025
       2.2862236      0.27960859
       2.2865238      0.27583060
       2.2868242      0.27381185
       2.2871244      0.27697557
       2.2874248      0.27628128
       2.2877250      0.27279819
       2.2880254      0.27506305
       2.2883255      0.27524444
       2.2886260      0.27712127
       2.2889261      0.27601922
       2.2892265      0.26303621
       2.2895267      0.24715727
       2.2898271      0.23790890
       2.2901275      0.24198254
       2.2904277      0.26324898
       2.2907281      0.27244551
       2.2910283      0.26997461
       2.2913287      0.27146654
       2.2916288      0.27210305
       2.2919292      0.27165707
       2.2922294      0.25917061
       2.2925298      0.25443312
       2.2928302      0.26791486
       2.2931304      0.27380860
       2.2934308      0.27025487
       2.2937310      0.26036022
       2.2940314      0.26081044
       2.2943316      0.26914458
       2.2946320      0.26315208
       2.2949321      0.25078183
       2.2952325      0.25580792
       2.2955329      0.25526887
       2.2958331      0.24898117
       2.2961335      0.25385287
       2.2964337      0.26252624
       2.2967341      0.26744887
       2.2970343      0.27193600
       2.2973347      0.27444152
       2.2976348      0.27294064
       2.2979352      0.26410898
       2.2982354      0.24595501
       2.2985358      0.23864874
       2.2988362      0.24749041
       2.2991364      0.25309411
       2.2994368      0.25324251
       2.2997370      0.25801172
       2.3000374      0.24766091
       2.3003376      0.24212718
       2.3006380      0.24405989
       2.3009381      0.24965819
       2.3012385      0.26191470
       2.3015389      0.26610369
       2.3018391      0.26342847
       2.3021395      0.25864694
       2.3024397      0.25656733
       2.3027401      0.25539761
       2.3030403      0.25989638
       2.3033407      0.25321287
       2.3036408      0.23929760
       2.3039412      0.24221483
       2.3042414      0.24306662
       2.3045418      0.23867321
       2.3048422      0.24889930
       2.3051424      0.25511498
       2.3054428      0.25118509
       2.3057430      0.25353204
       2.3060434      0.25542008
       2.3063436      0.25329779
       2.3066440      0.25164917
       2.3069441      0.25620697
       2.3072445      0.24838815
       2.3075449      0.23171749
       2.3078451      0.24536934
       2.3081455      0.25717352
       2.3084457      0.25958561
       2.3087461      0.25824985
       2.3090463      0.25546016
       2.3093467      0.25341495
       2.3096468      0.25455146
       2.3099473      0.25572869
       2.3102474      0.25842509
       2.3105478      0.26168849
       2.3108480      0.26233390
       2.3111484      0.26202748
       2.3114488      0.26063457
       2.3117490      0.25793295
       2.3120494      0.25203416
       2.3123496      0.25308651
       2.3126500      0.25926019
       2.3129501      0.26044321
       2.3132505      0.26026923
       2.3135509      0.25997196
       2.3138511      0.25968980
       2.3141515      0.25946721
       2.3144517      0.25907663
       2.3147521      0.25804009
       2.3150523      0.25725523
       2.3153527      0.25690886
       2.3156528      0.25073914
       2.3159533      0.23687348
       2.3162534      0.22477151
       2.3165538      0.20768850
       2.3168540      0.18301164
       2.3171544      0.17777874
       2.3174548      0.19769331
       2.3177550      0.20210018
       2.3180554      0.20693516
       2.3183556      0.21288344
       2.3186560      0.22041976
       2.3189561      0.23376686
       2.3192565      0.23642273
       2.3195570      0.23341519
       2.3198571      0.23518322
       2.3201575      0.24026765
       2.3204577      0.24143284
       2.3207581      0.23820386
       2.3210583      0.24158099
       2.3213587      0.24428599
       2.3216588      0.23482801
       2.3219593      0.22320345
       2.3222594      0.23341557
       2.3225598      0.23207673
       2.3228600      0.23247831
       2.3231604      0.23339132
       2.3234608      0.23936723
       2.3237610      0.24055687
       2.3240614      0.24315850
       2.3243616      0.24956757
       2.3246620      0.25087448
       2.3249621      0.24787201
       2.3252625      0.23781995
       2.3255627      0.23411919
       2.3258631      0.24418731
       2.3261635      0.24601786
       2.3264637      0.24121019
       2.3267641      0.24555030
       2.3270643      0.25042125
       2.3273647      0.25143526
       2.3276649      0.24975289
       2.3279653      0.24843167
       2.3282654      0.23403473
       2.3285658      0.21735303
       2.3288662      0.23259714
       2.3291664      0.23889349
       2.3294668      0.24071340
       2.3297670      0.24620001
       2.3300674      0.24831489
       2.3303676      0.24702893
       2.3306680      0.24117399
       2.3309681      0.23619450
       2.3312685      0.23780016
       2.3315687      0.22914916
       2.3318691      0.22592288
       2.3321695      0.23279011
       2.3324697      0.23678183
       2.3327701      0.23821694
       2.3330703      0.24222183
       2.3333707      0.24359270
       2.3336709      0.23808944
       2.3339713      0.23194625
       2.3342714      0.23405741
       2.3345718      0.23344415
       2.3348722      0.22605238
       2.3351724      0.22727825
       2.3354728      0.23615625
       2.3357730      0.23378185
       2.3360734      0.22558706
       2.3363736      0.23161721
       2.3366740      0.23699137
       2.3369741      0.23828200
       2.3372746      0.23779971
       2.3375747      0.23640705
       2.3378751      0.23221265
       2.3381755      0.22049686
       2.3384757      0.21590157
       2.3387761      0.21551799
       2.3390763      0.22317219
       2.3393767      0.22602527
       2.3396769      0.21347024
       2.3399773      0.19487012
       2.3402774      0.19136728
       2.3405778      0.20879085
       2.3408782      0.21349300
       2.3411784      0.20565777
       2.3414788      0.21231537
       2.3417790      0.21650673
       2.3420794      0.21139312
       2.3423796      0.22156337
       2.3426800      0.22741175
       2.3429801      0.22748548
       2.3432806      0.22152153
       2.3435807      0.21724253
       2.3438811      0.22129662
       2.3441813      0.23031839
       2.3444817      0.22455015
       2.3447821      0.20967831
       2.3450823      0.20712331
       2.3453827      0.21422570
       2.3456829      0.21794020
       2.3459833      0.22225561
       2.3462834      0.22259460
       2.3465838      0.21069140
       2.3468843      0.21081391
       2.3471844      0.21915282
       2.3474848      0.20880294
       2.3477850      0.20307195
       2.3480854      0.19713981
       2.3483856      0.20228145
       2.3486860      0.21737517
       2.3489861      0.22116417
       2.3492866      0.21294444
       2.3495867      0.20823198
       2.3498871      0.20695610
       2.3501873      0.20569149
       2.3504877      0.19359269
       2.3507881      0.18860101
       2.3510883      0.19694586
       2.3513887      0.20551914
       2.3516889      0.19015525
       2.3519893      0.19384112
       2.3522894      0.17874807
       2.3525898      0.17952100
       2.3528903      0.21005610
       2.3531904      0.20451065
       2.3534908      0.19452383
       2.3537910      0.21130969
       2.3540914      0.22548433
       2.3543916      0.22331189
       2.3546920      0.21713119
       2.3549922      0.21723219
       2.3552926      0.22073507
       2.3555927      0.20568682
       2.3558931      0.17628622
       2.3561933      0.18733732
       2.3564937      0.21522007
       2.3567941      0.21954628
       2.3570943      0.21511064
       2.3573947      0.21717027
       2.3576949      0.22310947
       2.3579953      0.21503728
       2.3582954      0.19192592
       2.3585958      0.16562408
       2.3588960      0.17076492
       2.3591964      0.21114069
       2.3594968      0.22855558
       2.3597970      0.22967833
       2.3600974      0.22835904
       2.3603976      0.22791729
       2.3606980      0.22765112
       2.3609982      0.22735764
       2.3612986      0.21791508
       2.3615987      0.19752027
       2.3618991      0.20864134
       2.3621993      0.22449598
       2.3624997      0.22681089
       2.3628001      0.22645249
       2.3631003      0.22427788
       2.3634007      0.22005108
       2.3637009      0.20552405
       2.3640013      0.18896951
       2.3643014      0.20164818
       2.3646019      0.20955419
       2.3649020      0.21988476
       2.3652024      0.22383425
       2.3655028      0.22489510
       2.3658030      0.22307889
       2.3661034      0.21168352
       2.3664036      0.21171203
       2.3667040      0.21996575
       2.3670042      0.20586325
       2.3673046      0.18036758
       2.3676047      0.17902766
       2.3679051      0.20005093
       2.3682055      0.21354925
       2.3685057      0.20677488
       2.3688061      0.19127623
       2.3691063      0.19322938
       2.3694067      0.21059094
       2.3697069      0.20784551
       2.3700073      0.17994886
       2.3703074      0.13599072
       2.3706079      0.11440431
       2.3709080      0.13343230
       2.3712084      0.13235675
       2.3715088      0.12776800
       2.3718090      0.15583590
       2.3721094      0.17985792
       2.3724096      0.18384958
       2.3727100      0.18216077
       2.3730102      0.19297072
       2.3733106      0.20552533
       2.3736107      0.20109514
       2.3739111      0.20611179
       2.3742115      0.21383420
       2.3745117      0.21035571
       2.3748121      0.20533129
       2.3751123      0.20607970
       2.3754127      0.20898704
       2.3757129      0.21318905
       2.3760133      0.20470774
       2.3763134      0.18127686
       2.3766139      0.15994338
       2.3769140      0.17130681
       2.3772144      0.19348926
       2.3775146      0.20118477
       2.3778150      0.19073277
       2.3781154      0.14954621
       2.3784156      0.16182533
       2.3787160      0.20144590
       2.3790162      0.21022820
       2.3793166      0.20787455
       2.3796167      0.19777499
       2.3799171      0.19143677
       2.3802176      0.18877800
       2.3805177      0.18767110
       2.3808181      0.19602289
       2.3811183      0.20756282
       2.3814187      0.21209340
       2.3817189      0.21265030
       2.3820193      0.21121802
       2.3823195      0.20695231
       2.3826199      0.20039108
       2.3829200      0.18213526
       2.3832204      0.15246306
       2.3835206      0.15385371
       2.3838210      0.14779337
       2.3841214      0.13619472
       2.3844216      0.17046361
       2.3847220      0.19387623
       2.3850222      0.20578997
       2.3853226      0.20471733
       2.3856227      0.18709560
       2.3859231      0.15148632
       2.3862236      0.15745508
       2.3865237      0.17787083
       2.3868241      0.19120333
       2.3871243      0.19984370
       2.3874247      0.19111805
       2.3877249      0.18108346
       2.3880253      0.15037736
       2.3883255      0.15725531
       2.3886259      0.19543705
       2.3889260      0.20609226
       2.3892264      0.20579016
       2.3895266      0.19906080
       2.3898270      0.18856504
       2.3901274      0.18862172
       2.3904276      0.19808820
       2.3907280      0.19556730
       2.3910282      0.17491168
       2.3913286      0.13252517
       2.3916287      0.13022282
       2.3919291      0.18137550
       2.3922293      0.19914521
       2.3925297      0.19890797
       2.3928301      0.19886360
       2.3931303      0.19268115
       2.3934307      0.19297522
       2.3937309      0.19975728
       2.3940313      0.19409655
       2.3943315      0.18091498
       2.3946319      0.18510316
       2.3949320      0.19156891
       2.3952324      0.19376748
       2.3955326      0.19203081
       2.3958330      0.19468195
       2.3961334      0.19231852
       2.3964336      0.16480122
       2.3967340      0.13131584
       2.3970342      0.14968201
       2.3973346      0.16377673
       2.3976347      0.18447673
       2.3979352      0.19234392
       2.3982353      0.17497518
       2.3985357      0.15956837
       2.3988361      0.14042699
       2.3991363      0.12168757
       2.3994367      0.10148521
       2.3997369     0.081022000
       2.4000373     0.058997493
       2.4003375     0.035653590
       2.4006379     0.020862783
       2.4009380    0.0040099823
       2.4012384       0.0000000
       2.4015388       0.0000000
       2.4018390       0.0000000
       2.4021394       0.0000000
       2.4024396       0.0000000
       2.4027400       0.0000000
       2.4030402       0.0000000
       2.4033406       0.0000000
       2.4036407       0.0000000
       2.4039412       0.0000000
